movieId,userId,rating,title,genres
177593,15,4.481056,"Three Billboards Outside Ebbing, Missouri (2017)",Crime|Drama
5867,15,4.4637704,Thief (1981),Crime|Drama|Thriller
8477,16,4.4079595,"Jetée, La (1962)",Romance|Sci-Fi
3379,16,4.389421,On the Beach (1959),Drama
33649,16,4.276619,Saving Face (2004),Comedy|Drama|Romance
171495,16,4.2361403,Cosmos,(no genres listed)
96004,16,4.221779,Dragon Ball Z: The History of Trunks (Doragon bôru Z: Zetsubô e no hankô!! Nokosareta chô senshi - Gohan to Torankusu) (1993),Action|Adventure|Animation
7767,16,4.1955233,"Best of Youth, The (La meglio gioventù) (2003)",Drama
92475,16,4.1949334,All Watched Over by Machines of Loving Grace (2011),Documentary
26326,16,4.1700435,"Holy Mountain, The (Montaña sagrada, La) (1973)",Drama
6818,16,4.162972,Come and See (Idi i smotri) (1985),Drama|War
27156,16,4.154747,"Neon Genesis Evangelion: The End of Evangelion (Shin seiki Evangelion Gekijô-ban: Air/Magokoro wo, kimi ni) (1997)",Action|Animation|Drama|Fantasy|Sci-Fi
3379,17,4.8495903,On the Beach (1959),Drama
171495,17,4.7786193,Cosmos,(no genres listed)
177593,17,4.709384,"Three Billboards Outside Ebbing, Missouri (2017)",Crime|Drama
78836,17,4.6951866,Enter the Void (2009),Drama
33649,17,4.6857862,Saving Face (2004),Comedy|Drama|Romance
8477,17,4.618585,"Jetée, La (1962)",Romance|Sci-Fi
6442,17,4.6147046,Belle époque (1992),Comedy|Romance
27156,17,4.6061563,"Neon Genesis Evangelion: The End of Evangelion (Shin seiki Evangelion Gekijô-ban: Air/Magokoro wo, kimi ni) (1997)",Action|Animation|Drama|Fantasy|Sci-Fi
5915,17,4.6021557,Victory (a.k.a. Escape to Victory) (1981),Action|Drama|War
92475,17,4.5968328,All Watched Over by Machines of Loving Grace (2011),Documentary
3379,19,4.1457872,On the Beach (1959),Drama
8477,19,3.9103117,"Jetée, La (1962)",Romance|Sci-Fi
2037,19,3.8813813,Candleshoe (1977),Adventure|Children|Comedy
3056,19,3.8813813,Oxygen (1999),Crime|Drama|Thriller
96004,19,3.8754997,Dragon Ball Z: The History of Trunks (Doragon bôru Z: Zetsubô e no hankô!! Nokosareta chô senshi - Gohan to Torankusu) (1993),Action|Adventure|Animation
33649,19,3.8628767,Saving Face (2004),Comedy|Drama|Romance
7748,19,3.8306823,Pierrot le fou (1965),Crime|Drama
68945,19,3.8032079,Neon Genesis Evangelion: Death & Rebirth (Shin seiki Evangelion Gekijô-ban: Shito shinsei) (1997),Action|Animation|Mystery|Sci-Fi
27156,19,3.7719839,"Neon Genesis Evangelion: The End of Evangelion (Shin seiki Evangelion Gekijô-ban: Air/Magokoro wo, kimi ni) (1997)",Action|Animation|Drama|Fantasy|Sci-Fi
1046,19,3.762867,Beautiful Thing (1996),Drama|Romance
1046,20,5.0679154,Beautiful Thing (1996),Drama|Romance
177593,20,5.001485,"Three Billboards Outside Ebbing, Missouri (2017)",Crime|Drama
5915,20,4.9584994,Victory (a.k.a. Escape to Victory) (1981),Action|Drama|War
720,20,4.9141493,Wallace & Gromit: The Best of Aardman Animation (1996),Adventure|Animation|Comedy
3494,20,4.8992486,True Grit (1969),Adventure|Drama|Western
3451,20,4.8884587,Guess Who's Coming to Dinner (1967),Drama
26326,20,4.863123,"Holy Mountain, The (Montaña sagrada, La) (1973)",Drama
1262,20,4.8593426,"Great Escape, The (1963)",Action|Adventure|Drama|War
6345,20,4.859213,"Chorus Line, A (1985)",Comedy|Drama|Musical
5490,20,4.858709,The Big Bus (1976),Action|Comedy
2070,22,4.7334576,Tender Mercies (1983),Drama|Romance|Western
2387,22,4.4788117,Very Bad Things (1998),Comedy|Crime
7842,22,4.40234,Dune (2000),Drama|Fantasy|Sci-Fi
2423,22,4.316386,Christmas Vacation (National Lampoon's Christmas Vacation) (1989),Comedy
3846,22,4.2490816,Easy Money (1983),Comedy
720,22,4.1880765,Wallace & Gromit: The Best of Aardman Animation (1996),Adventure|Animation|Comedy
1883,22,4.1581206,Bulworth (1998),Comedy|Drama|Romance
232,22,4.15056,Eat Drink Man Woman (Yin shi nan nu) (1994),Comedy|Drama|Romance
1627,22,4.1503143,U Turn (1997),Crime|Drama|Mystery
4967,22,4.148399,No Man's Land (2001),Drama|War
3379,26,4.3397527,On the Beach (1959),Drama
171495,26,4.16992,Cosmos,(no genres listed)
27156,26,4.060286,"Neon Genesis Evangelion: The End of Evangelion (Shin seiki Evangelion Gekijô-ban: Air/Magokoro wo, kimi ni) (1997)",Action|Animation|Drama|Fantasy|Sci-Fi
78836,26,4.0438275,Enter the Void (2009),Drama
33649,26,4.025937,Saving Face (2004),Comedy|Drama|Romance
177593,26,4.004142,"Three Billboards Outside Ebbing, Missouri (2017)",Crime|Drama
4441,26,3.98715,Game of Death (1978),Action
1046,26,3.974556,Beautiful Thing (1996),Drama|Romance
74282,26,3.9684298,Anne of Green Gables: The Sequel (a.k.a. Anne of Avonlea) (1987),Children|Drama|Romance
6442,26,3.9658217,Belle époque (1992),Comedy|Romance
1066,27,4.709743,Shall We Dance (1937),Comedy|Musical|Romance
5867,27,4.704591,Thief (1981),Crime|Drama|Thriller
3451,27,4.6834645,Guess Who's Coming to Dinner (1967),Drama
3086,27,4.6802216,Babes in Toyland (1934),Children|Comedy|Fantasy|Musical
3682,27,4.570599,Magnum Force (1973),Action|Crime|Drama|Thriller
7121,27,4.560356,Adam's Rib (1949),Comedy|Romance
4857,27,4.558537,Fiddler on the Roof (1971),Drama|Musical
1262,27,4.5448914,"Great Escape, The (1963)",Action|Adventure|Drama|War
94070,27,4.5310435,"Best Exotic Marigold Hotel, The (2011)",Comedy|Drama
2151,27,4.4875283,"Gods Must Be Crazy II, The (1989)",Comedy
60943,28,4.3678966,Frozen River (2008),Drama
59018,28,4.3678966,"Visitor, The (2007)",Drama|Romance
7842,28,4.2848387,Dune (2000),Drama|Fantasy|Sci-Fi
7841,28,4.2070165,Children of Dune (2003),Fantasy|Sci-Fi
27611,28,4.1181107,Battlestar Galactica (2003),Drama|Sci-Fi|War
53123,28,3.9522595,Once (2006),Drama|Musical|Romance
7481,28,3.9106228,Enemy Mine (1985),Adventure|Drama|Sci-Fi
3379,28,3.8977447,On the Beach (1959),Drama
8010,28,3.8825748,"Power of One, The (1992)",Drama
49265,28,3.8825748,Shooting Dogs (a.k.a. Beyond the Gates) (2005),Documentary|Drama|War
33649,31,5.3925514,Saving Face (2004),Comedy|Drama|Romance
3200,31,5.1884694,"Last Detail, The (1973)",Comedy|Drama
8477,31,5.0897083,"Jetée, La (1962)",Romance|Sci-Fi
3925,31,5.0608253,Stranger Than Paradise (1984),Comedy|Drama
106642,31,4.950404,"Day of the Doctor, The (2013)",Adventure|Drama|Sci-Fi
74282,31,4.893743,Anne of Green Gables: The Sequel (a.k.a. Anne of Avonlea) (1987),Children|Drama|Romance
7121,31,4.8787303,Adam's Rib (1949),Comedy|Romance
93988,31,4.866455,North & South (2004),Drama|Romance
945,31,4.8562956,Top Hat (1935),Comedy|Musical|Romance
4342,31,4.853296,Big Eden (2000),Drama|Romance
86377,34,4.8898525,Louis C.K.: Shameless (2007),Comedy
67618,34,4.631651,Strictly Sexual (2008),Comedy|Drama|Romance
48696,34,4.6050386,Little Children (2006),Drama|Romance
928,34,4.5734673,Rebecca (1940),Drama|Mystery|Romance|Thriller
27801,34,4.554366,Ong-Bak: The Thai Warrior (Ong Bak) (2003),Action|Thriller
33649,34,4.53925,Saving Face (2004),Comedy|Drama|Romance
8477,34,4.519005,"Jetée, La (1962)",Romance|Sci-Fi
3030,34,4.5041866,Yojimbo (1961),Action|Adventure
3972,34,4.4851646,"Legend of Drunken Master, The (Jui kuen II) (1994)",Action|Comedy
6818,34,4.445998,Come and See (Idi i smotri) (1985),Drama|War
1046,35,5.3226085,Beautiful Thing (1996),Drama|Romance
2131,35,5.220817,Autumn Sonata (Höstsonaten) (1978),Drama
177593,35,5.1966596,"Three Billboards Outside Ebbing, Missouri (2017)",Crime|Drama
3567,35,5.1668687,Bossa Nova (2000),Comedy|Drama|Romance
26171,35,5.1562834,Play Time (a.k.a. Playtime) (1967),Comedy
3153,35,5.1487064,"7th Voyage of Sinbad, The (1958)",Action|Adventure|Fantasy
3022,35,5.136644,"General, The (1926)",Comedy|War
246,35,5.132571,Hoop Dreams (1994),Documentary
475,35,5.1229267,In the Name of the Father (1993),Drama
3379,35,5.1078553,On the Beach (1959),Drama
74226,37,5.343439,"Dream of Light (a.k.a. Quince Tree Sun, The) (Sol del membrillo, El) (1992)",Documentary|Drama
184245,37,5.343439,De platte jungle (1978),Documentary
138966,37,5.343439,Nasu: Summer in Andalusia (2003),Animation
84273,37,5.343439,Zeitgeist: Moving Forward (2011),Documentary
134796,37,5.343439,Bitter Lake (2015),Documentary
26073,37,5.343439,"Human Condition III, The (Ningen no joken III) (1961)",Drama|War
179135,37,5.343439,Blue Planet II (2017),Documentary
117531,37,5.343439,Watermark (2014),Documentary
7071,37,5.343439,"Woman Under the Influence, A (1974)",Drama
86237,37,5.343439,Connections (1978),Documentary
2239,40,5.202858,Swept Away (Travolti da un insolito destino nell'azzurro mare d'Agosto) (1975),Comedy|Drama
33649,40,5.144153,Saving Face (2004),Comedy|Drama|Romance
26171,40,5.1332803,Play Time (a.k.a. Playtime) (1967),Comedy
2131,40,5.084726,Autumn Sonata (Höstsonaten) (1978),Drama
92475,40,5.037556,All Watched Over by Machines of Loving Grace (2011),Documentary
6461,40,5.004607,"Unforgiven, The (1960)",Drama|Western
6460,40,4.981626,"Trial, The (Procès, Le) (1962)",Drama
26810,40,4.978457,Bad Boy Bubby (1993),Drama
59814,40,4.9773264,Ex Drummer (2007),Comedy|Crime|Drama|Horror
171495,40,4.9624605,Cosmos,(no genres listed)
89904,41,4.6476355,The Artist (2011),Comedy|Drama|Romance
123,41,4.500104,Chungking Express (Chung Hing sam lam) (1994),Drama|Mystery|Romance
116897,41,4.493915,Wild Tales (2014),Comedy|Drama|Thriller
177593,41,4.377206,"Three Billboards Outside Ebbing, Missouri (2017)",Crime|Drama
49932,41,4.342255,Inland Empire (2006),Drama|Mystery|Thriller
80139,41,4.2927175,Jackass 2.5 (2007),Comedy|Documentary
48322,41,4.2864265,Jackass Number Two (2006),Comedy|Documentary
158966,41,4.2721353,Captain Fantastic (2016),Drama
94959,41,4.248094,Moonrise Kingdom (2012),Comedy|Drama|Romance
104879,41,4.226675,Prisoners (2013),Drama|Mystery|Thriller
157296,43,5.863143,Finding Dory (2016),Adventure|Animation|Comedy
2936,43,5.7951713,Sullivan's Travels (1941),Adventure|Comedy|Romance
945,43,5.693122,Top Hat (1935),Comedy|Musical|Romance
134796,43,5.6913357,Bitter Lake (2015),Documentary
184245,43,5.6913357,De platte jungle (1978),Documentary
84273,43,5.6913357,Zeitgeist: Moving Forward (2011),Documentary
26073,43,5.6913357,"Human Condition III, The (Ningen no joken III) (1961)",Drama|War
179135,43,5.6913357,Blue Planet II (2017),Documentary
117531,43,5.6913357,Watermark (2014),Documentary
7071,43,5.6913357,"Woman Under the Influence, A (1974)",Drama
5466,44,5.1429057,My Wife is an Actress (Ma Femme est une Actrice) (2001),Comedy|Drama|Romance
4678,44,5.0229354,UHF (1989),Comedy
1232,44,4.977517,Stalker (1979),Drama|Mystery|Sci-Fi
319,44,4.9343967,Shallow Grave (1994),Comedy|Drama|Thriller
3379,44,4.933197,On the Beach (1959),Drama
48322,44,4.9149327,Jackass Number Two (2006),Comedy|Documentary
55363,44,4.8952465,"Assassination of Jesse James by the Coward Robert Ford, The (2007)",Crime|Drama|Western
157296,44,4.8238316,Finding Dory (2016),Adventure|Animation|Comedy
4441,44,4.7883844,Game of Death (1978),Action
61240,44,4.759854,Let the Right One In (Låt den rätte komma in) (2008),Drama|Fantasy|Horror|Romance
112804,47,4.6006393,I Origins (2014),Drama|Sci-Fi
47423,47,4.5188136,Half Nelson (2006),Drama
51931,47,4.4957747,Reign Over Me (2007),Drama
391,47,4.390904,Jason's Lyric (1994),Crime|Drama
3404,47,4.1938686,Titanic (1953),Action|Drama
166534,47,3.9218416,Split (2017),Drama|Horror|Thriller
96567,47,3.9030254,"Words, The (2012)",Drama|Romance
69712,47,3.9030254,My Sister's Keeper (2009),Drama
2398,47,3.817062,Miracle on 34th Street (1947),Comedy|Drama
33166,47,3.8091202,Crash (2004),Crime|Drama
33649,48,5.180162,Saving Face (2004),Comedy|Drama|Romance
171495,48,4.9803977,Cosmos,(no genres listed)
78836,48,4.9722257,Enter the Void (2009),Drama
74282,48,4.953732,Anne of Green Gables: The Sequel (a.k.a. Anne of Avonlea) (1987),Children|Drama|Romance
179135,48,4.9361353,Blue Planet II (2017),Documentary
7071,48,4.9361353,"Woman Under the Influence, A (1974)",Drama
26073,48,4.9361353,"Human Condition III, The (Ningen no joken III) (1961)",Drama|War
117531,48,4.9361353,Watermark (2014),Documentary
184245,48,4.9361353,De platte jungle (1978),Documentary
84273,48,4.9361353,Zeitgeist: Moving Forward (2011),Documentary
33649,52,5.627201,Saving Face (2004),Comedy|Drama|Romance
171495,52,5.317343,Cosmos,(no genres listed)
74226,52,5.229578,"Dream of Light (a.k.a. Quince Tree Sun, The) (Sol del membrillo, El) (1992)",Documentary|Drama
134796,52,5.229578,Bitter Lake (2015),Documentary
184245,52,5.229578,De platte jungle (1978),Documentary
26073,52,5.229578,"Human Condition III, The (Ningen no joken III) (1961)",Drama|War
138966,52,5.229578,Nasu: Summer in Andalusia (2003),Animation
84273,52,5.229578,Zeitgeist: Moving Forward (2011),Documentary
117531,52,5.229578,Watermark (2014),Documentary
7071,52,5.229578,"Woman Under the Influence, A (1974)",Drama
171495,53,6.6380873,Cosmos,(no genres listed)
78836,53,6.583206,Enter the Void (2009),Drama
3379,53,6.528334,On the Beach (1959),Drama
74226,53,6.483553,"Dream of Light (a.k.a. Quince Tree Sun, The) (Sol del membrillo, El) (1992)",Documentary|Drama
26073,53,6.483553,"Human Condition III, The (Ningen no joken III) (1961)",Drama|War
179135,53,6.483553,Blue Planet II (2017),Documentary
7071,53,6.483553,"Woman Under the Influence, A (1974)",Drama
84273,53,6.483553,Zeitgeist: Moving Forward (2011),Documentary
184245,53,6.483553,De platte jungle (1978),Documentary
117531,53,6.483553,Watermark (2014),Documentary
33649,54,3.7143888,Saving Face (2004),Comedy|Drama|Romance
7767,54,3.6774879,"Best of Youth, The (La meglio gioventù) (2003)",Drama
177593,54,3.6766605,"Three Billboards Outside Ebbing, Missouri (2017)",Crime|Drama
5915,54,3.6713114,Victory (a.k.a. Escape to Victory) (1981),Action|Drama|War
8477,54,3.669837,"Jetée, La (1962)",Romance|Sci-Fi
171495,54,3.6563334,Cosmos,(no genres listed)
3379,54,3.650264,On the Beach (1959),Drama
1046,54,3.6407733,Beautiful Thing (1996),Drama|Romance
174053,54,3.6167874,Black Mirror: White Christmas (2014),Drama|Horror|Mystery|Sci-Fi|Thriller
74282,54,3.6049361,Anne of Green Gables: The Sequel (a.k.a. Anne of Avonlea) (1987),Children|Drama|Romance
3379,57,4.7667623,On the Beach (1959),Drama
1178,57,4.638579,Paths of Glory (1957),Drama|War
3503,57,4.5992775,Solaris (Solyaris) (1972),Drama|Mystery|Sci-Fi
1250,57,4.5969524,"Bridge on the River Kwai, The (1957)",Adventure|Drama|War
720,57,4.591233,Wallace & Gromit: The Best of Aardman Animation (1996),Adventure|Animation|Comedy
3494,57,4.587469,True Grit (1969),Adventure|Drama|Western
1148,57,4.583785,Wallace & Gromit: The Wrong Trousers (1993),Animation|Children|Comedy|Crime
2202,57,4.57237,Lifeboat (1944),Drama|War
27156,57,4.5645547,"Neon Genesis Evangelion: The End of Evangelion (Shin seiki Evangelion Gekijô-ban: Air/Magokoro wo, kimi ni) (1997)",Action|Animation|Drama|Fantasy|Sci-Fi
3022,57,4.5538807,"General, The (1926)",Comedy|War
3379,61,4.8512588,On the Beach (1959),Drama
8477,61,4.828465,"Jetée, La (1962)",Romance|Sci-Fi
171495,61,4.74228,Cosmos,(no genres listed)
7767,61,4.7143936,"Best of Youth, The (La meglio gioventù) (2003)",Drama
92475,61,4.7047014,All Watched Over by Machines of Loving Grace (2011),Documentary
170705,61,4.67328,Band of Brothers (2001),Action|Drama|War
96004,61,4.6575184,Dragon Ball Z: The History of Trunks (Doragon bôru Z: Zetsubô e no hankô!! Nokosareta chô senshi - Gohan to Torankusu) (1993),Action|Adventure|Animation
78836,61,4.6564,Enter the Void (2009),Drama
33649,61,4.6434116,Saving Face (2004),Comedy|Drama|Romance
6818,61,4.6349716,Come and See (Idi i smotri) (1985),Drama|War
8477,64,5.119336,"Jetée, La (1962)",Romance|Sci-Fi
6818,64,4.946227,Come and See (Idi i smotri) (1985),Drama|War
27523,64,4.8851295,My Sassy Girl (Yeopgijeogin geunyeo) (2001),Comedy|Romance
3379,64,4.859273,On the Beach (1959),Drama
33649,64,4.795279,Saving Face (2004),Comedy|Drama|Romance
171495,64,4.7941446,Cosmos,(no genres listed)
7767,64,4.7065144,"Best of Youth, The (La meglio gioventù) (2003)",Drama
78836,64,4.7048125,Enter the Void (2009),Drama
92475,64,4.69901,All Watched Over by Machines of Loving Grace (2011),Documentary
26326,64,4.677474,"Holy Mountain, The (Montaña sagrada, La) (1973)",Drama
3379,65,4.7662387,On the Beach (1959),Drama
171495,65,4.712404,Cosmos,(no genres listed)
177593,65,4.704594,"Three Billboards Outside Ebbing, Missouri (2017)",Crime|Drama
2131,65,4.6403575,Autumn Sonata (Höstsonaten) (1978),Drama
51931,65,4.6203227,Reign Over Me (2007),Drama
123,65,4.613178,Chungking Express (Chung Hing sam lam) (1994),Drama|Mystery|Romance
78836,65,4.5451326,Enter the Void (2009),Drama
7071,65,4.521531,"Woman Under the Influence, A (1974)",Drama
117531,65,4.521531,Watermark (2014),Documentary
26073,65,4.521531,"Human Condition III, The (Ningen no joken III) (1961)",Drama|War
171495,72,4.9979906,Cosmos,(no genres listed)
3379,72,4.9927526,On the Beach (1959),Drama
177593,72,4.953146,"Three Billboards Outside Ebbing, Missouri (2017)",Crime|Drama
33649,72,4.9176373,Saving Face (2004),Comedy|Drama|Romance
78836,72,4.9085126,Enter the Void (2009),Drama
6442,72,4.859543,Belle époque (1992),Comedy|Romance
7071,72,4.8339543,"Woman Under the Influence, A (1974)",Drama
117531,72,4.8339543,Watermark (2014),Documentary
84273,72,4.8339543,Zeitgeist: Moving Forward (2011),Documentary
184245,72,4.8339543,De platte jungle (1978),Documentary
2290,76,4.6643186,Stardust Memories (1980),Comedy|Drama
81535,76,4.419128,Saw VII 3D - The Final Chapter (2010),Horror|Mystery|Thriller
72129,76,4.2361565,Saw VI (2009),Crime|Horror|Mystery|Thriller
63436,76,4.1841545,Saw V (2008),Crime|Horror|Thriller
116897,76,4.1486497,Wild Tales (2014),Comedy|Drama|Thriller
55577,76,4.0839496,Saw IV (2007),Crime|Horror|Thriller
8633,76,4.0682297,"Last Starfighter, The (1984)",Action|Adventure|Comedy|Sci-Fi
3223,76,3.96904,"Zed & Two Noughts, A (1985)",Drama
4745,76,3.9645162,O (2001),Drama
39446,76,3.9404843,Saw II (2005),Horror|Thriller
1198,78,4.2497373,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),Action|Adventure
3379,78,4.209464,On the Beach (1959),Drama
1287,78,4.1904273,Ben-Hur (1959),Action|Adventure|Drama
3836,78,4.1480327,Kelly's Heroes (1970),Action|Comedy|War
4441,78,4.1247683,Game of Death (1978),Action
720,78,4.0915465,Wallace & Gromit: The Best of Aardman Animation (1996),Adventure|Animation|Comedy
1250,78,4.054287,"Bridge on the River Kwai, The (1957)",Adventure|Drama|War
26614,78,4.0037746,"Bourne Identity, The (1988)",Action|Adventure|Drama|Mystery|Thriller
80906,78,3.9991586,Inside Job (2010),Documentary
3508,78,3.9797652,"Outlaw Josey Wales, The (1976)",Action|Adventure|Drama|Thriller|Western
27611,81,4.348945,Battlestar Galactica (2003),Drama|Sci-Fi|War
59018,81,4.109165,"Visitor, The (2007)",Drama|Romance
60943,81,4.109165,Frozen River (2008),Drama
26171,81,4.043172,Play Time (a.k.a. Playtime) (1967),Comedy
1732,81,4.0174017,"Big Lebowski, The (1998)",Comedy|Crime
3379,81,3.969542,On the Beach (1959),Drama
7841,81,3.9422917,Children of Dune (2003),Fantasy|Sci-Fi
4437,81,3.9052722,Suspiria (1977),Horror
1204,81,3.86151,Lawrence of Arabia (1962),Adventure|Drama|War
3742,81,3.8299444,Battleship Potemkin (1925),Drama|War
53,85,4.937344,Lamerica (1994),Adventure|Drama
1140,85,4.9218287,Entertaining Angels: The Dorothy Day Story (1996),Drama
1283,85,4.892997,High Noon (1952),Drama|Western
1939,85,4.889675,"Best Years of Our Lives, The (1946)",Drama|War
3022,85,4.832637,"General, The (1926)",Comedy|War
919,85,4.8101788,"Wizard of Oz, The (1939)",Adventure|Children|Fantasy|Musical
77846,85,4.7876863,12 Angry Men (1997),Crime|Drama
93008,85,4.7876863,"Very Potter Sequel, A (2010)",Comedy|Musical
25906,85,4.7876863,Mr. Skeffington (1944),Drama|Romance
2398,85,4.7461014,Miracle on 34th Street (1947),Comedy|Drama
33649,86,4.7551656,Saving Face (2004),Comedy|Drama|Romance
171495,86,4.7546215,Cosmos,(no genres listed)
74226,86,4.7454576,"Dream of Light (a.k.a. Quince Tree Sun, The) (Sol del membrillo, El) (1992)",Documentary|Drama
134796,86,4.7454576,Bitter Lake (2015),Documentary
179135,86,4.7454576,Blue Planet II (2017),Documentary
84273,86,4.7454576,Zeitgeist: Moving Forward (2011),Documentary
138966,86,4.7454576,Nasu: Summer in Andalusia (2003),Animation
26073,86,4.7454576,"Human Condition III, The (Ningen no joken III) (1961)",Drama|War
117531,86,4.7454576,Watermark (2014),Documentary
7071,86,4.7454576,"Woman Under the Influence, A (1974)",Drama
3379,88,5.1869793,On the Beach (1959),Drama
6442,88,4.9570436,Belle époque (1992),Comedy|Romance
2131,88,4.9540505,Autumn Sonata (Höstsonaten) (1978),Drama
171495,88,4.9138436,Cosmos,(no genres listed)
33649,88,4.884265,Saving Face (2004),Comedy|Drama|Romance
